measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,val,upper,lower
"% Change in Number of Smokers, 1990-2019",298,American Samoa,2,Female,29,15+ years,0.239296756,0.643427532,-0.091607509
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",298,American Samoa,2,Female,29,15+ years,-0.041943074,0.252152445,-0.276876599
"% Change in Number of Smokers, 1990-2019",298,American Samoa,3,Both,29,15+ years,0.208376028,0.360843586,0.072489491
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",298,American Samoa,3,Both,29,15+ years,-0.052833449,0.05577752,-0.153245658
"% Change in Number of Smokers, 1990-2019",305,Bermuda,1,Male,29,15+ years,0.073259653,0.238917296,-0.067330665
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",305,Bermuda,1,Male,29,15+ years,-0.00775708,0.147212738,-0.136049456
"% Change in Number of Smokers, 1990-2019",305,Bermuda,2,Female,29,15+ years,0.055198889,0.445826831,-0.236235152
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",305,Bermuda,2,Female,29,15+ years,-0.024535056,0.333837426,-0.28770851
"% Change in Number of Smokers, 1990-2019",305,Bermuda,3,Both,29,15+ years,0.062358604,0.230275076,-0.072165703
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",305,Bermuda,3,Both,29,15+ years,-0.014250187,0.143908438,-0.137698952
"% Change in Number of Smokers, 1990-2019",320,Cook Islands,1,Male,29,15+ years,-0.114086033,-0.022517259,-0.202817291
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",320,Cook Islands,1,Male,29,15+ years,-0.098100438,-0.002761091,-0.186517441
"% Change in Number of Smokers, 1990-2019",320,Cook Islands,2,Female,29,15+ years,0.065556243,0.357681822,-0.1677695
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",320,Cook Islands,2,Female,29,15+ years,-0.007740569,0.25896822,-0.217998014
"% Change in Number of Smokers, 1990-2019",320,Cook Islands,3,Both,29,15+ years,-0.050297939,0.063620837,-0.150845084
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",320,Cook Islands,3,Both,29,15+ years,-0.08578659,0.021992144,-0.183792788
"% Change in Number of Smokers, 1990-2019",349,Greenland,1,Male,29,15+ years,-0.138123927,-0.059692591,-0.217408752
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",349,Greenland,1,Male,29,15+ years,-0.102177543,-0.020500066,-0.180421245
"% Change in Number of Smokers, 1990-2019",349,Greenland,2,Female,29,15+ years,0.024118036,0.230387277,-0.156001843
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",349,Greenland,2,Female,29,15+ years,-0.053157446,0.135573345,-0.209917506
"% Change in Number of Smokers, 1990-2019",349,Greenland,3,Both,29,15+ years,-0.07188842,0.023723635,-0.163427882
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",349,Greenland,3,Both,29,15+ years,-0.084517804,0.003574345,-0.169371126
"% Change in Number of Smokers, 1990-2019",351,Guam,1,Male,29,15+ years,0.000236795,0.105679762,-0.095047625
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",351,Guam,1,Male,29,15+ years,-0.145725833,-0.060781212,-0.224028036
"% Change in Number of Smokers, 1990-2019",351,Guam,2,Female,29,15+ years,0.177065997,0.444381754,-0.060370486
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",351,Guam,2,Female,29,15+ years,-0.082798935,0.122152542,-0.263682963
"% Change in Number of Smokers, 1990-2019",351,Guam,3,Both,29,15+ years,0.057949261,0.164459495,-0.043215376
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",351,Guam,3,Both,29,15+ years,-0.132977164,-0.047928924,-0.210915291
"% Change in Number of Smokers, 1990-2019",367,Monaco,1,Male,29,15+ years,-0.108310285,0.001400251,-0.204696378
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",367,Monaco,1,Male,29,15+ years,-0.248582319,-0.156979347,-0.328999982
"% Change in Number of Smokers, 1990-2019",367,Monaco,2,Female,29,15+ years,-0.072486529,0.168709108,-0.287556534
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",367,Monaco,2,Female,29,15+ years,-0.194970143,0.022066547,-0.386734824
"% Change in Number of Smokers, 1990-2019",367,Monaco,3,Both,29,15+ years,-0.094474423,0.022533981,-0.205709031
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",367,Monaco,3,Both,29,15+ years,-0.224699196,-0.120448062,-0.324154643
"% Change in Number of Smokers, 1990-2019",369,Nauru,1,Male,29,15+ years,0.06932858,0.174653407,-0.027726123
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",369,Nauru,1,Male,29,15+ years,-0.04085358,0.044270911,-0.118139262
"% Change in Number of Smokers, 1990-2019",369,Nauru,2,Female,29,15+ years,0.097133883,0.319576397,-0.086805715
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",369,Nauru,2,Female,29,15+ years,-0.071740439,0.098418368,-0.221351607
"% Change in Number of Smokers, 1990-2019",369,Nauru,3,Both,29,15+ years,0.081027313,0.193641547,-0.027881676
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",369,Nauru,3,Both,29,15+ years,-0.059162338,0.026688798,-0.142793689
"% Change in Number of Smokers, 1990-2019",374,Niue,1,Male,29,15+ years,-0.210507833,-0.110874146,-0.29688219
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",374,Niue,1,Male,29,15+ years,-0.075320956,0.039903325,-0.176216788
"% Change in Number of Smokers, 1990-2019",374,Niue,2,Female,29,15+ years,-0.173619713,0.105195799,-0.378767013
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",374,Niue,2,Female,29,15+ years,-0.013100884,0.322757075,-0.262041707
"% Change in Number of Smokers, 1990-2019",374,Niue,3,Both,29,15+ years,-0.200418372,-0.092764978,-0.295254615
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",374,Niue,3,Both,29,15+ years,-0.056392868,0.072899249,-0.172357329
"% Change in Number of Smokers, 1990-2019",376,Northern Mariana Islands,1,Male,29,15+ years,-0.163109376,-0.07254134,-0.249029918
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",376,Northern Mariana Islands,1,Male,29,15+ years,-0.130708468,-0.04452297,-0.210633073
"% Change in Number of Smokers, 1990-2019",376,Northern Mariana Islands,2,Female,29,15+ years,-0.150456867,0.17926351,-0.379860627
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",376,Northern Mariana Islands,2,Female,29,15+ years,-0.176632297,0.088375362,-0.375747642
"% Change in Number of Smokers, 1990-2019",376,Northern Mariana Islands,3,Both,29,15+ years,-0.162208269,-0.062510929,-0.25398334
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",376,Northern Mariana Islands,3,Both,29,15+ years,-0.169767207,-0.077661168,-0.250661203
"% Change in Number of Smokers, 1990-2019",380,Palau,1,Male,29,15+ years,0.314455237,0.462953478,0.180860249
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",380,Palau,1,Male,29,15+ years,-0.067087225,0.031191699,-0.154219256
"% Change in Number of Smokers, 1990-2019",380,Palau,2,Female,29,15+ years,0.099202424,0.43115682,-0.182749671
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",380,Palau,2,Female,29,15+ years,-0.019576238,0.251712441,-0.254691458
"% Change in Number of Smokers, 1990-2019",380,Palau,3,Both,29,15+ years,0.253993104,0.402282029,0.122740871
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",380,Palau,3,Both,29,15+ years,-0.014138208,0.093787209,-0.116028054
"% Change in Number of Smokers, 1990-2019",385,Puerto Rico,1,Male,29,15+ years,-0.144709803,-0.048762798,-0.226298894
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",385,Puerto Rico,1,Male,29,15+ years,-0.183223877,-0.088752205,-0.26354151
"% Change in Number of Smokers, 1990-2019",385,Puerto Rico,2,Female,29,15+ years,-0.08503866,0.128470729,-0.266704739
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",385,Puerto Rico,2,Female,29,15+ years,-0.141941121,0.064366121,-0.317808256
"% Change in Number of Smokers, 1990-2019",385,Puerto Rico,3,Both,29,15+ years,-0.125064013,-0.031535724,-0.209919322
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",385,Puerto Rico,3,Both,29,15+ years,-0.167803826,-0.076259116,-0.252246253
"% Change in Number of Smokers, 1990-2019",393,Saint Kitts and Nevis,1,Male,29,15+ years,1.015405968,1.409092357,0.680600419
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",393,Saint Kitts and Nevis,1,Male,29,15+ years,0.015564896,0.20132663,-0.150112742
"% Change in Number of Smokers, 1990-2019",393,Saint Kitts and Nevis,2,Female,29,15+ years,0.854537169,1.603192695,0.252893692
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",393,Saint Kitts and Nevis,2,Female,29,15+ years,-0.000613234,0.413093334,-0.323530462
"% Change in Number of Smokers, 1990-2019",393,Saint Kitts and Nevis,3,Both,29,15+ years,0.971022419,1.315303654,0.668529656
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",393,Saint Kitts and Nevis,3,Both,29,15+ years,0.025813918,0.205894874,-0.125795448
"% Change in Number of Smokers, 1990-2019",396,San Marino,1,Male,29,15+ years,-0.208856929,-0.120023589,-0.296467914
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",396,San Marino,1,Male,29,15+ years,-0.405168247,-0.334396344,-0.473386249
"% Change in Number of Smokers, 1990-2019",396,San Marino,2,Female,29,15+ years,-0.070024538,0.172127662,-0.280877119
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",396,San Marino,2,Female,29,15+ years,-0.359542791,-0.183437524,-0.506825032
"% Change in Number of Smokers, 1990-2019",396,San Marino,3,Both,29,15+ years,-0.150948328,-0.034531714,-0.255096505
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",396,San Marino,3,Both,29,15+ years,-0.388850013,-0.3014706,-0.466025133
"% Change in Number of Smokers, 1990-2019",413,Tokelau,1,Male,29,15+ years,-0.032936634,0.076511271,-0.129854052
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",413,Tokelau,1,Male,29,15+ years,-0.052992248,0.050460804,-0.144493245
"% Change in Number of Smokers, 1990-2019",413,Tokelau,2,Female,29,15+ years,-0.071699372,0.227002333,-0.319733658
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",413,Tokelau,2,Female,29,15+ years,0.001155762,0.314861383,-0.261121415
"% Change in Number of Smokers, 1990-2019",413,Tokelau,3,Both,29,15+ years,-0.047234038,0.068187559,-0.15577731
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",413,Tokelau,3,Both,29,15+ years,-0.013320964,0.104656387,-0.120387196
"% Change in Number of Smokers, 1990-2019",416,Tuvalu,1,Male,29,15+ years,0.631193294,0.7850441,0.497182313
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",416,Tuvalu,1,Male,29,15+ years,0.034912419,0.129694964,-0.046303922
"% Change in Number of Smokers, 1990-2019",416,Tuvalu,2,Female,29,15+ years,0.318305897,0.73904401,-0.010056758
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",416,Tuvalu,2,Female,29,15+ years,0.09728987,0.432586147,-0.176515905
"% Change in Number of Smokers, 1990-2019",416,Tuvalu,3,Both,29,15+ years,0.519103981,0.701903996,0.361278546
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",416,Tuvalu,3,Both,29,15+ years,0.109216889,0.23807382,-0.003480137
"% Change in Number of Smokers, 1990-2019",422,United States Virgin Islands,1,Male,29,15+ years,-0.165125694,-0.024211948,-0.287789069
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",422,United States Virgin Islands,1,Male,29,15+ years,-0.233309755,-0.099672507,-0.342638498
"% Change in Number of Smokers, 1990-2019",422,United States Virgin Islands,2,Female,29,15+ years,-0.143708291,0.164996882,-0.383741435
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",422,United States Virgin Islands,2,Female,29,15+ years,-0.242747596,0.028865445,-0.46300864
"% Change in Number of Smokers, 1990-2019",422,United States Virgin Islands,3,Both,29,15+ years,-0.160193031,-0.018680064,-0.290792198
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",422,United States Virgin Islands,3,Both,29,15+ years,-0.240994313,-0.108643222,-0.359710285
"% Change in Number of Smokers, 1990-2019",435,South Sudan,1,Male,29,15+ years,0.169863354,0.350249962,0.003074941
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",435,South Sudan,1,Male,29,15+ years,-0.1768544,-0.070677444,-0.28220932
"% Change in Number of Smokers, 1990-2019",435,South Sudan,2,Female,29,15+ years,0.525681132,1.135803638,0.045733679
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",435,South Sudan,2,Female,29,15+ years,-0.184128975,0.093408981,-0.423260508
"% Change in Number of Smokers, 1990-2019",435,South Sudan,3,Both,29,15+ years,0.201090652,0.368974901,0.04804726
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",435,South Sudan,3,Both,29,15+ years,-0.249589716,-0.159633856,-0.335681069
"% Change in Number of Smokers, 1990-2019",522,Sudan,1,Male,29,15+ years,1.021245268,1.307674597,0.753659403
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",522,Sudan,1,Male,29,15+ years,-0.122788891,-0.005391703,-0.229008716
"% Change in Number of Smokers, 1990-2019",522,Sudan,2,Female,29,15+ years,0.974147188,1.96082696,0.260123929
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",522,Sudan,2,Female,29,15+ years,-0.151625211,0.234371925,-0.42548441
"% Change in Number of Smokers, 1990-2019",522,Sudan,3,Both,29,15+ years,1.012327944,1.285242212,0.767452227
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",522,Sudan,3,Both,29,15+ years,-0.119490299,-0.009638567,-0.219479636
